{Appliances} -> {Accessories} (conf: 0.133, supp: 0.012, lift: 0.928, conv: 0.988)
{Paper, Storage} -> {Fasteners} (conf: 0.067, supp: 0.002, lift: 1.571, conv: 1.026)
{Fasteners, Storage} -> {Paper} (conf: 0.324, supp: 0.002, lift: 1.364, conv: 1.128)
{Fasteners, Paper} -> {Storage} (conf: 0.203, supp: 0.002, lift: 1.311, conv: 1.061)
{Labels, Paper} -> {Furnishings} (conf: 0.225, supp: 0.004, lift: 1.285, conv: 1.064)
{Furnishings, Paper} -> {Labels} (conf: 0.102, supp: 0.004, lift: 1.472, conv: 1.036)
{Furnishings, Labels} -> {Paper} (conf: 0.316, supp: 0.004, lift: 1.328, conv: 1.114)
{Labels, Phones} -> {Furnishings} (conf: 0.207, supp: 0.002, lift: 1.182, conv: 1.040)
{Furnishings, Phones} -> {Labels} (conf: 0.081, supp: 0.002, lift: 1.174, conv: 1.013)
{Furnishings, Labels} -> {Phones} (conf: 0.211, supp: 0.002, lift: 1.295, conv: 1.061)
{Labels, Storage} -> {Furnishings} (conf: 0.230, supp: 0.003, lift: 1.311, conv: 1.071)
{Furnishings, Storage} -> {Labels} (conf: 0.101, supp: 0.003, lift: 1.469, conv: 1.036)
{Furnishings, Labels} -> {Storage} (conf: 0.246, supp: 0.003, lift: 1.583, conv: 1.120)
{Paper, Phones} -> {Furnishings} (conf: 0.240, supp: 0.008, lift: 1.371, conv: 1.085)
{Furnishings, Phones} -> {Paper} (conf: 0.284, supp: 0.008, lift: 1.194, conv: 1.064)
{Furnishings, Paper} -> {Phones} (conf: 0.237, supp: 0.008, lift: 1.460, conv: 1.098)
{Paper, Storage} -> {Furnishings} (conf: 0.258, supp: 0.009, lift: 1.476, conv: 1.112)
{Furnishings, Storage} -> {Paper} (conf: 0.333, supp: 0.009, lift: 1.402, conv: 1.143)
{Furnishings, Paper} -> {Storage} (conf: 0.260, supp: 0.009, lift: 1.675, conv: 1.142)
{Paper, Supplies} -> {Furnishings} (conf: 0.267, supp: 0.002, lift: 1.523, conv: 1.125)
{Furnishings, Supplies} -> {Paper} (conf: 0.387, supp: 0.002, lift: 1.628, conv: 1.244)
{Furnishings, Paper} -> {Supplies} (conf: 0.068, supp: 0.002, lift: 1.816, conv: 1.033)
{Supplies} -> {Furnishings, Paper} (conf: 0.064, supp: 0.002, lift: 1.816, conv: 1.031)
{Paper, Tables} -> {Furnishings} (conf: 0.315, supp: 0.003, lift: 1.798, conv: 1.204)
{Furnishings, Tables} -> {Paper} (conf: 0.386, supp: 0.003, lift: 1.625, conv: 1.242)
{Furnishings, Paper} -> {Tables} (conf: 0.096, supp: 0.003, lift: 1.567, conv: 1.038)
{Phones, Storage} -> {Furnishings} (conf: 0.325, supp: 0.008, lift: 1.855, conv: 1.222)
{Furnishings, Storage} -> {Phones} (conf: 0.275, supp: 0.008, lift: 1.694, conv: 1.156)
{Furnishings, Phones} -> {Storage} (conf: 0.257, supp: 0.008, lift: 1.655, conv: 1.137)
{Phones, Tables} -> {Furnishings} (conf: 0.288, supp: 0.003, lift: 1.648, conv: 1.159)
{Furnishings, Tables} -> {Phones} (conf: 0.341, supp: 0.003, lift: 2.098, conv: 1.271)
{Furnishings, Phones} -> {Tables} (conf: 0.101, supp: 0.003, lift: 1.654, conv: 1.045)
{Paper, Phones} -> {Labels} (conf: 0.103, supp: 0.004, lift: 1.489, conv: 1.038)
{Labels, Phones} -> {Paper} (conf: 0.310, supp: 0.004, lift: 1.305, conv: 1.105)
{Labels, Paper} -> {Phones} (conf: 0.225, supp: 0.004, lift: 1.385, conv: 1.081)
{Paper, Storage} -> {Labels} (conf: 0.135, supp: 0.005, lift: 1.952, conv: 1.076)
{Labels, Storage} -> {Paper} (conf: 0.393, supp: 0.005, lift: 1.655, conv: 1.257)
{Labels, Paper} -> {Storage} (conf: 0.300, supp: 0.005, lift: 1.934, conv: 1.207)
{Labels} -> {Paper, Storage} (conf: 0.069, supp: 0.005, lift: 1.952, conv: 1.036)
{Phones, Storage} -> {Labels} (conf: 0.128, supp: 0.003, lift: 1.856, conv: 1.068)
{Labels, Storage} -> {Phones} (conf: 0.246, supp: 0.003, lift: 1.513, conv: 1.111)
{Labels, Phones} -> {Storage} (conf: 0.259, supp: 0.003, lift: 1.667, conv: 1.140)
{Phones, Storage} -> {Paper} (conf: 0.325, supp: 0.008, lift: 1.366, conv: 1.129)
{Paper, Storage} -> {Phones} (conf: 0.213, supp: 0.008, lift: 1.314, conv: 1.065)
{Paper, Phones} -> {Storage} (conf: 0.217, supp: 0.008, lift: 1.400, conv: 1.079)
{Phones, Tables} -> {Paper} (conf: 0.250, supp: 0.003, lift: 1.051, conv: 1.016)
{Paper, Tables} -> {Phones} (conf: 0.241, supp: 0.003, lift: 1.481, conv: 1.103)
{Paper, Phones} -> {Tables} (conf: 0.074, supp: 0.003, lift: 1.212, conv: 1.014)
{Art, Binders, Paper} -> {Accessories} (conf: 0.273, supp: 0.002, lift: 1.903, conv: 1.178)
{Accessories, Binders, Paper} -> {Art} (conf: 0.316, supp: 0.002, lift: 2.164, conv: 1.248)
{Accessories, Art, Paper} -> {Binders} (conf: 0.414, supp: 0.002, lift: 1.575, conv: 1.258)
{Accessories, Art, Binders} -> {Paper} (conf: 0.444, supp: 0.002, lift: 1.869, conv: 1.372)
{Art, Paper} -> {Accessories, Binders} (conf: 0.080, supp: 0.002, lift: 2.489, conv: 1.052)
{Art, Binders} -> {Accessories, Paper} (conf: 0.080, supp: 0.002, lift: 2.619, conv: 1.054)
{Accessories, Paper} -> {Art, Binders} (conf: 0.078, supp: 0.002, lift: 2.619, conv: 1.053)
{Accessories, Binders} -> {Art, Paper} (conf: 0.075, supp: 0.002, lift: 2.489, conv: 1.048)
{Accessories, Art} -> {Binders, Paper} (conf: 0.135, supp: 0.002, lift: 2.456, conv: 1.092)
{Binders, Furnishings, Phones} -> {Accessories} (conf: 0.275, supp: 0.002, lift: 1.918, conv: 1.182)
{Accessories, Furnishings, Phones} -> {Binders} (conf: 0.379, supp: 0.002, lift: 1.444, conv: 1.188)
{Accessories, Binders, Phones} -> {Furnishings} (conf: 0.306, supp: 0.002, lift: 1.745, conv: 1.188)
{Accessories, Binders, Furnishings} -> {Phones} (conf: 0.344, supp: 0.002, lift: 2.115, conv: 1.276)
{Furnishings, Phones} -> {Accessories, Binders} (conf: 0.074, supp: 0.002, lift: 2.312, conv: 1.046)
{Accessories, Phones} -> {Binders, Furnishings} (conf: 0.095, supp: 0.002, lift: 2.399, conv: 1.061)
{Accessories, Furnishings} -> {Binders, Phones} (conf: 0.096, supp: 0.002, lift: 2.408, conv: 1.062)
{Accessories, Binders} -> {Furnishings, Phones} (conf: 0.068, supp: 0.002, lift: 2.312, conv: 1.042)
{Binders, Paper, Phones} -> {Accessories} (conf: 0.259, supp: 0.003, lift: 1.809, conv: 1.156)
{Accessories, Paper, Phones} -> {Binders} (conf: 0.438, supp: 0.003, lift: 1.665, conv: 1.311)
{Accessories, Binders, Phones} -> {Paper} (conf: 0.389, supp: 0.003, lift: 1.636, conv: 1.247)
{Accessories, Binders, Paper} -> {Phones} (conf: 0.368, supp: 0.003, lift: 2.267, conv: 1.326)
{Paper, Phones} -> {Accessories, Binders} (conf: 0.080, supp: 0.003, lift: 2.489, conv: 1.052)
{Binders, Phones} -> {Accessories, Paper} (conf: 0.070, supp: 0.003, lift: 2.303, conv: 1.043)
{Accessories, Phones} -> {Binders, Paper} (conf: 0.121, supp: 0.003, lift: 2.198, conv: 1.075)
{Accessories, Paper} -> {Binders, Phones} (conf: 0.092, supp: 0.003, lift: 2.303, conv: 1.057)
{Accessories, Binders} -> {Paper, Phones} (conf: 0.087, supp: 0.003, lift: 2.489, conv: 1.057)
{Binders, Paper, Storage} -> {Accessories} (conf: 0.245, supp: 0.003, lift: 1.711, conv: 1.135)
{Accessories, Paper, Storage} -> {Binders} (conf: 0.433, supp: 0.003, lift: 1.649, conv: 1.301)
{Accessories, Binders, Storage} -> {Paper} (conf: 0.325, supp: 0.003, lift: 1.367, conv: 1.129)
{Accessories, Binders, Paper} -> {Storage} (conf: 0.342, supp: 0.003, lift: 2.205, conv: 1.284)
{Paper, Storage} -> {Accessories, Binders} (conf: 0.073, supp: 0.003, lift: 2.272, conv: 1.044)
{Binders, Storage} -> {Accessories, Paper} (conf: 0.065, supp: 0.003, lift: 2.139, conv: 1.037)
{Accessories, Storage} -> {Binders, Paper} (conf: 0.126, supp: 0.003, lift: 2.299, conv: 1.082)
{Accessories, Paper} -> {Binders, Storage} (conf: 0.085, supp: 0.003, lift: 2.139, conv: 1.049)
{Accessories, Binders} -> {Paper, Storage} (conf: 0.081, supp: 0.003, lift: 2.272, conv: 1.049)
{Binders, Phones, Storage} -> {Accessories} (conf: 0.250, supp: 0.002, lift: 1.744, conv: 1.142)
{Accessories, Phones, Storage} -> {Binders} (conf: 0.500, supp: 0.002, lift: 1.903, conv: 1.475)
{Accessories, Binders, Storage} -> {Phones} (conf: 0.275, supp: 0.002, lift: 1.692, conv: 1.155)
{Accessories, Binders, Phones} -> {Storage} (conf: 0.306, supp: 0.002, lift: 1.970, conv: 1.217)
{Phones, Storage} -> {Accessories, Binders} (conf: 0.094, supp: 0.002, lift: 2.925, conv: 1.068)
{Accessories, Storage} -> {Binders, Phones} (conf: 0.107, supp: 0.002, lift: 2.688, conv: 1.075)
{Accessories, Phones} -> {Binders, Storage} (conf: 0.095, supp: 0.002, lift: 2.387, conv: 1.061)
{Accessories, Binders} -> {Phones, Storage} (conf: 0.068, supp: 0.002, lift: 2.925, conv: 1.048)
{Furnishings, Paper, Phones} -> {Accessories} (conf: 0.262, supp: 0.002, lift: 1.827, conv: 1.161)
{Accessories, Paper, Phones} -> {Furnishings} (conf: 0.344, supp: 0.002, lift: 1.963, conv: 1.257)
{Accessories, Furnishings, Phones} -> {Paper} (conf: 0.379, supp: 0.002, lift: 1.595, conv: 1.228)
{Accessories, Furnishings, Paper} -> {Phones} (conf: 0.333, supp: 0.002, lift: 2.051, conv: 1.256)
{Paper, Phones} -> {Accessories, Furnishings} (conf: 0.063, supp: 0.002, lift: 2.738, conv: 1.043)
{Furnishings, Phones} -> {Accessories, Paper} (conf: 0.074, supp: 0.002, lift: 2.433, conv: 1.047)
{Furnishings, Paper} -> {Accessories, Phones} (conf: 0.062, supp: 0.002, lift: 2.684, conv: 1.042)
{Accessories, Phones} -> {Furnishings, Paper} (conf: 0.095, supp: 0.002, lift: 2.684, conv: 1.066)
{Accessories, Paper} -> {Furnishings, Phones} (conf: 0.072, supp: 0.002, lift: 2.433, conv: 1.046)
{Accessories, Furnishings} -> {Paper, Phones} (conf: 0.096, supp: 0.002, lift: 2.738, conv: 1.067)
{Binders, Furnishings, Paper} -> {Appliances} (conf: 0.216, supp: 0.002, lift: 2.396, conv: 1.160)
{Appliances, Furnishings, Paper} -> {Binders} (conf: 0.524, supp: 0.002, lift: 1.994, conv: 1.548)
{Appliances, Binders, Paper} -> {Furnishings} (conf: 0.256, supp: 0.002, lift: 1.461, conv: 1.108)
{Appliances, Binders, Furnishings} -> {Paper} (conf: 0.324, supp: 0.002, lift: 1.361, conv: 1.127)
{Furnishings, Paper} -> {Appliances, Binders} (conf: 0.062, supp: 0.002, lift: 2.395, conv: 1.039)
{Appliances, Paper} -> {Binders, Furnishings} (conf: 0.101, supp: 0.002, lift: 2.553, conv: 1.068)
{Appliances, Furnishings} -> {Binders, Paper} (conf: 0.138, supp: 0.002, lift: 2.505, conv: 1.096)
{Appliances, Binders} -> {Furnishings, Paper} (conf: 0.085, supp: 0.002, lift: 2.395, conv: 1.054)
{Binders, Furnishings, Storage} -> {Appliances} (conf: 0.250, supp: 0.002, lift: 2.777, conv: 1.213)
{Appliances, Furnishings, Storage} -> {Binders} (conf: 0.706, supp: 0.002, lift: 2.687, conv: 2.507)
{Appliances, Binders, Storage} -> {Furnishings} (conf: 0.400, supp: 0.002, lift: 2.285, conv: 1.375)
{Appliances, Binders, Furnishings} -> {Storage} (conf: 0.353, supp: 0.002, lift: 2.275, conv: 1.306)
{Furnishings, Storage} -> {Appliances, Binders} (conf: 0.087, supp: 0.002, lift: 3.351, conv: 1.067)
{Binders, Storage} -> {Appliances, Furnishings} (conf: 0.060, supp: 0.002, lift: 3.776, conv: 1.047)
{Binders, Furnishings} -> {Appliances, Storage} (conf: 0.061, supp: 0.002, lift: 5.421, conv: 1.053)
{Appliances, Storage} -> {Binders, Furnishings} (conf: 0.214, supp: 0.002, lift: 5.421, conv: 1.222)
{Appliances, Furnishings} -> {Binders, Storage} (conf: 0.150, supp: 0.002, lift: 3.776, conv: 1.130)
{Appliances, Binders} -> {Furnishings, Storage} (conf: 0.092, supp: 0.002, lift: 3.351, conv: 1.071)
{Binders, Paper, Storage} -> {Appliances} (conf: 0.264, supp: 0.003, lift: 2.934, conv: 1.237)
{Appliances, Paper, Storage} -> {Binders} (conf: 0.636, supp: 0.003, lift: 2.422, conv: 2.028)
{Appliances, Binders, Storage} -> {Paper} (conf: 0.467, supp: 0.003, lift: 1.963, conv: 1.429)
{Appliances, Binders, Paper} -> {Storage} (conf: 0.326, supp: 0.003, lift: 2.099, conv: 1.253)
{Paper, Storage} -> {Appliances, Binders} (conf: 0.079, supp: 0.003, lift: 3.031, conv: 1.057)
{Binders, Storage} -> {Appliances, Paper} (conf: 0.070, supp: 0.003, lift: 3.233, conv: 1.052)
{Appliances, Storage} -> {Binders, Paper} (conf: 0.250, supp: 0.003, lift: 4.554, conv: 1.260)
{Appliances, Paper} -> {Binders, Storage} (conf: 0.128, supp: 0.003, lift: 3.233, conv: 1.102)
{Appliances, Binders} -> {Paper, Storage} (conf: 0.108, supp: 0.003, lift: 3.031, conv: 1.081)
{Binders, Furnishings, Paper} -> {Art} (conf: 0.216, supp: 0.002, lift: 1.478, conv: 1.089)
{Art, Furnishings, Paper} -> {Binders} (conf: 0.393, supp: 0.002, lift: 1.495, conv: 1.214)
{Art, Binders, Paper} -> {Furnishings} (conf: 0.250, supp: 0.002, lift: 1.428, conv: 1.100)
{Art, Binders, Furnishings} -> {Paper} (conf: 0.306, supp: 0.002, lift: 1.285, conv: 1.098)
{Furnishings, Paper} -> {Art, Binders} (conf: 0.062, supp: 0.002, lift: 2.075, conv: 1.034)
{Art, Paper} -> {Binders, Furnishings} (conf: 0.073, supp: 0.002, lift: 1.855, conv: 1.036)
{Art, Furnishings} -> {Binders, Paper} (conf: 0.110, supp: 0.002, lift: 2.004, conv: 1.062)
{Art, Binders} -> {Furnishings, Paper} (conf: 0.073, supp: 0.002, lift: 2.075, conv: 1.041)
{Binders, Furnishings, Phones} -> {Art} (conf: 0.300, supp: 0.002, lift: 2.056, conv: 1.220)
{Art, Furnishings, Phones} -> {Binders} (conf: 0.500, supp: 0.002, lift: 1.903, conv: 1.475)
{Art, Binders, Phones} -> {Furnishings} (conf: 0.286, supp: 0.002, lift: 1.632, conv: 1.155)
{Art, Binders, Furnishings} -> {Phones} (conf: 0.333, supp: 0.002, lift: 2.051, conv: 1.256)
{Furnishings, Phones} -> {Art, Binders} (conf: 0.081, supp: 0.002, lift: 2.708, conv: 1.056)
{Binders, Phones} -> {Art, Furnishings} (conf: 0.060, supp: 0.002, lift: 3.021, conv: 1.043)
{Binders, Furnishings} -> {Art, Phones} (conf: 0.061, supp: 0.002, lift: 2.448, conv: 1.038)
{Art, Phones} -> {Binders, Furnishings} (conf: 0.097, supp: 0.002, lift: 2.448, conv: 1.063)
{Art, Furnishings} -> {Binders, Phones} (conf: 0.120, supp: 0.002, lift: 3.021, conv: 1.091)
{Art, Binders} -> {Furnishings, Phones} (conf: 0.080, supp: 0.002, lift: 2.708, conv: 1.055)
{Binders, Furnishings, Storage} -> {Art} (conf: 0.229, supp: 0.002, lift: 1.570, conv: 1.108)
{Art, Furnishings, Storage} -> {Binders} (conf: 0.478, supp: 0.002, lift: 1.820, conv: 1.413)
{Art, Binders, Storage} -> {Furnishings} (conf: 0.367, supp: 0.002, lift: 2.094, conv: 1.302)
{Art, Binders, Furnishings} -> {Storage} (conf: 0.306, supp: 0.002, lift: 1.970, conv: 1.217)
{Furnishings, Storage} -> {Art, Binders} (conf: 0.080, supp: 0.002, lift: 2.662, conv: 1.054)
{Art, Storage} -> {Binders, Furnishings} (conf: 0.110, supp: 0.002, lift: 2.783, conv: 1.079)
{Art, Furnishings} -> {Binders, Storage} (conf: 0.110, supp: 0.002, lift: 2.769, conv: 1.079)
{Art, Binders} -> {Furnishings, Storage} (conf: 0.073, supp: 0.002, lift: 2.662, conv: 1.049)
{Binders, Paper, Phones} -> {Art} (conf: 0.222, supp: 0.002, lift: 1.523, conv: 1.098)
{Art, Paper, Phones} -> {Binders} (conf: 0.333, supp: 0.002, lift: 1.269, conv: 1.106)
{Art, Binders, Phones} -> {Paper} (conf: 0.286, supp: 0.002, lift: 1.202, conv: 1.067)
{Art, Binders, Paper} -> {Phones} (conf: 0.273, supp: 0.002, lift: 1.678, conv: 1.152)
{Paper, Phones} -> {Art, Binders} (conf: 0.069, supp: 0.002, lift: 2.290, conv: 1.041)
{Binders, Phones} -> {Art, Paper} (conf: 0.060, supp: 0.002, lift: 2.014, conv: 1.032)
{Art, Phones} -> {Binders, Paper} (conf: 0.097, supp: 0.002, lift: 1.763, conv: 1.046)
{Art, Paper} -> {Binders, Phones} (conf: 0.080, supp: 0.002, lift: 2.014, conv: 1.044)
{Art, Binders} -> {Paper, Phones} (conf: 0.080, supp: 0.002, lift: 2.290, conv: 1.049)
{Chairs, Paper, Storage} -> {Binders} (conf: 0.444, supp: 0.002, lift: 1.692, conv: 1.327)
{Binders, Paper, Storage} -> {Chairs} (conf: 0.226, supp: 0.002, lift: 1.969, conv: 1.144)
{Binders, Chairs, Storage} -> {Paper} (conf: 0.444, supp: 0.002, lift: 1.869, conv: 1.372)
{Binders, Chairs, Paper} -> {Storage} (conf: 0.308, supp: 0.002, lift: 1.984, conv: 1.220)
{Paper, Storage} -> {Binders, Chairs} (conf: 0.067, supp: 0.002, lift: 2.838, conv: 1.047)
{Chairs, Storage} -> {Binders, Paper} (conf: 0.145, supp: 0.002, lift: 2.633, conv: 1.105)
{Chairs, Paper} -> {Binders, Storage} (conf: 0.090, supp: 0.002, lift: 2.271, conv: 1.056)
{Binders, Storage} -> {Chairs, Paper} (conf: 0.060, supp: 0.002, lift: 2.271, conv: 1.036)
{Binders, Chairs} -> {Paper, Storage} (conf: 0.101, supp: 0.002, lift: 2.838, conv: 1.073)
{Furnishings, Paper, Phones} -> {Binders} (conf: 0.262, supp: 0.002, lift: 0.997, conv: 0.999)
{Binders, Paper, Phones} -> {Furnishings} (conf: 0.204, supp: 0.002, lift: 1.163, conv: 1.036)
{Binders, Furnishings, Phones} -> {Paper} (conf: 0.275, supp: 0.002, lift: 1.157, conv: 1.051)
{Binders, Furnishings, Paper} -> {Phones} (conf: 0.216, supp: 0.002, lift: 1.327, conv: 1.068)
{Paper, Phones} -> {Binders, Furnishings} (conf: 0.063, supp: 0.002, lift: 1.590, conv: 1.025)
{Furnishings, Phones} -> {Binders, Paper} (conf: 0.074, supp: 0.002, lift: 1.354, conv: 1.021)
{Furnishings, Paper} -> {Binders, Phones} (conf: 0.062, supp: 0.002, lift: 1.564, conv: 1.024)
{Furnishings, Paper, Storage} -> {Binders} (conf: 0.283, supp: 0.003, lift: 1.076, conv: 1.028)
{Binders, Paper, Storage} -> {Furnishings} (conf: 0.245, supp: 0.003, lift: 1.401, conv: 1.093)
{Binders, Furnishings, Storage} -> {Paper} (conf: 0.271, supp: 0.003, lift: 1.139, conv: 1.045)
{Binders, Furnishings, Paper} -> {Storage} (conf: 0.255, supp: 0.003, lift: 1.643, conv: 1.134)
{Paper, Storage} -> {Binders, Furnishings} (conf: 0.073, supp: 0.003, lift: 1.848, conv: 1.036)
{Furnishings, Storage} -> {Binders, Paper} (conf: 0.094, supp: 0.003, lift: 1.716, conv: 1.043)
{Furnishings, Paper} -> {Binders, Storage} (conf: 0.073, supp: 0.003, lift: 1.849, conv: 1.036)
{Binders, Storage} -> {Furnishings, Paper} (conf: 0.065, supp: 0.003, lift: 1.849, conv: 1.032)
{Binders, Furnishings} -> {Paper, Storage} (conf: 0.066, supp: 0.003, lift: 1.848, conv: 1.032)
{Furnishings, Phones, Storage} -> {Binders} (conf: 0.395, supp: 0.003, lift: 1.502, conv: 1.218)
{Binders, Phones, Storage} -> {Furnishings} (conf: 0.341, supp: 0.003, lift: 1.947, conv: 1.252)
{Binders, Furnishings, Storage} -> {Phones} (conf: 0.312, supp: 0.003, lift: 1.923, conv: 1.218)
{Binders, Furnishings, Phones} -> {Storage} (conf: 0.375, supp: 0.003, lift: 2.417, conv: 1.352)
{Phones, Storage} -> {Binders, Furnishings} (conf: 0.128, supp: 0.003, lift: 3.243, conv: 1.102)
{Furnishings, Storage} -> {Binders, Phones} (conf: 0.109, supp: 0.003, lift: 2.736, conv: 1.077)
{Furnishings, Phones} -> {Binders, Storage} (conf: 0.101, supp: 0.003, lift: 2.551, conv: 1.069)
{Binders, Storage} -> {Furnishings, Phones} (conf: 0.075, supp: 0.003, lift: 2.551, conv: 1.050)
{Binders, Phones} -> {Furnishings, Storage} (conf: 0.075, supp: 0.003, lift: 2.736, conv: 1.052)
{Binders, Furnishings} -> {Phones, Storage} (conf: 0.076, supp: 0.003, lift: 3.243, conv: 1.057)
{Paper, Phones, Storage} -> {Binders} (conf: 0.421, supp: 0.003, lift: 1.603, conv: 1.273)
{Binders, Phones, Storage} -> {Paper} (conf: 0.364, supp: 0.003, lift: 1.529, conv: 1.198)
{Binders, Paper, Storage} -> {Phones} (conf: 0.302, supp: 0.003, lift: 1.858, conv: 1.200)
{Binders, Paper, Phones} -> {Storage} (conf: 0.296, supp: 0.003, lift: 1.910, conv: 1.201)
{Phones, Storage} -> {Binders, Paper} (conf: 0.137, supp: 0.003, lift: 2.491, conv: 1.095)
{Paper, Storage} -> {Binders, Phones} (conf: 0.090, supp: 0.003, lift: 2.263, conv: 1.055)
{Paper, Phones} -> {Binders, Storage} (conf: 0.091, supp: 0.003, lift: 2.301, conv: 1.057)
{Binders, Storage} -> {Paper, Phones} (conf: 0.080, supp: 0.003, lift: 2.301, conv: 1.049)
{Binders, Phones} -> {Paper, Storage} (conf: 0.080, supp: 0.003, lift: 2.263, conv: 1.049)
{Paper, Phones, Storage} -> {Furnishings} (conf: 0.316, supp: 0.002, lift: 1.804, conv: 1.206)
{Furnishings, Phones, Storage} -> {Paper} (conf: 0.316, supp: 0.002, lift: 1.328, conv: 1.114)
{Furnishings, Paper, Storage} -> {Phones} (conf: 0.261, supp: 0.002, lift: 1.605, conv: 1.133)
{Furnishings, Paper, Phones} -> {Storage} (conf: 0.286, supp: 0.002, lift: 1.842, conv: 1.183)
{Phones, Storage} -> {Furnishings, Paper} (conf: 0.103, supp: 0.002, lift: 2.903, conv: 1.075)
{Paper, Storage} -> {Furnishings, Phones} (conf: 0.067, supp: 0.002, lift: 2.282, conv: 1.041)
{Paper, Phones} -> {Furnishings, Storage} (conf: 0.069, supp: 0.002, lift: 2.489, conv: 1.044)
{Furnishings, Storage} -> {Paper, Phones} (conf: 0.087, supp: 0.002, lift: 2.489, conv: 1.057)
{Furnishings, Phones} -> {Paper, Storage} (conf: 0.081, supp: 0.002, lift: 2.282, conv: 1.050)
{Furnishings, Paper} -> {Phones, Storage} (conf: 0.068, supp: 0.002, lift: 2.903, conv: 1.048)
